"acc_num","st_date","cust_age","bill_city","cr_score"
381076,2017-11-21,22,"Port Coquitlam","3"
80687,2019-02-02,56,"Coaldale","4"
14891,2018-02-15,43,"Campbell River","2"
739494,2017-05-24,56,"Prince George","3"
172888,2018-10-27,64,"Surrey","4"
873029,2014-08-16,39,"New Westminster","5"
41700,2018-12-20,24,"Calgary","3"
573442,2014-05-10,34,"Edmonton","5"
847729,2017-04-02,26,"Calgary","3"
352955,2015-06-08,58,"Chilliwack","3"
255753,2015-08-14,28,"Vernon","4"
831062,2017-07-12,70,"Edmonton","4"
383452,2016-09-04,32,"Pitt Meadows","3"
775429,2017-07-15,32,"Calgary","4"
789937,2017-07-04,38,"Okotoks","3"
908249,2017-07-19,25,"Lethbridge","4"
52007,2015-03-22,47,"Okotoks","5"
762391,2018-08-15,62,"Surrey","3"
859937,2017-05-24,39,"Victoria","5"
663698,2019-03-18,58,"Abbotsford","4"
284415,2017-08-06,40,"Cold Lake","4"
994896,2015-04-12,33,"Beaumont","5"
612437,2016-08-08,48,"Chilliwack","3"
127164,2016-11-06,58,"Calgary","4"
868167,2018-08-23,47,"Vancouver","5"
949498,2018-11-06,36,"Barrhead","5"
710946,2017-07-19,40,"Victoria","5"
72313,2015-09-19,27,"Calgary","5"
45262,2014-11-24,20,"Vancouver","4"
597315,2018-02-12,28,"Edmonton","4"
373299,2016-11-04,68,"Burnaby","5"
436949,2015-08-26,37,"Vancouver","3"
379529,2018-01-17,62,"Langford","5"
717910,2016-01-16,55,"Grande Prairie","4"
580692,2017-03-21,39,"Abbotsford","4"
89330,2019-01-07,67,"Calgary","5"
675098,2018-10-11,20,"Coquitlam","4"
849926,2014-11-28,68,"Calgary","2"
935497,2019-03-07,48,"Richmond","3"
620293,2018-01-27,22,"Edmonton","4"
563226,2018-09-25,45,"Leduc","4"
797953,2017-09-28,20,"Kelowna","5"
213164,2015-07-25,33,"Kelowna","4"
537154,2019-06-08,65,"Powell River","3"
777673,2015-02-12,69,"Vancouver","5"
376869,2017-03-05,68,"Red Deer","2"
218736,2018-04-21,38,"Calgary","1"
274594,2014-12-08,23,"Vancouver","4"
956481,2018-01-14,60,"New Westminster","3"
436676,2017-08-01,22,"Edmonton","4"
681221,2014-07-26,49,"Vancouver","2"
31812,2019-06-01,28,"Vancouver","3"
221734,2018-11-25,25,"Calgary","4"
888898,2018-08-13,31,"Abbotsford","4"
59339,2016-12-23,49,"Calgary","4"
31780,2015-07-18,54,"Maple Ridge","5"
784884,2019-04-27,38,"Calgary","5"
143682,2018-10-03,33,"Kelowna","5"
284495,2019-02-19,66,"Vancouver","5"
848455,2014-04-09,55,"Surrey","3"
65106,2017-02-15,68,"Merritt","4"
35331,2018-05-12,31,"Surrey","4"
837298,2018-11-01,35,"Calgary","3"
925333,2017-03-12,22,"Coaldale","4"
615010,2017-07-05,44,"Port Coquitlam","4"
292271,2014-05-12,63,"Fort Saskatchewan","4"
57914,2017-12-07,52,"Vancouver","4"
23307,2018-02-18,27,"Canmore","3"
678365,2019-03-24,27,"Victoria","4"
891747,2015-04-08,44,"Whitecourt","5"
841572,2017-04-30,59,"Surrey","5"
549257,2017-10-02,37,"Edmonton","4"
969517,2016-01-20,42,"Cranbrook","4"
174219,2019-07-20,50,"Calgary","5"
267127,2018-01-12,21,"Calgary","4"
420683,2015-10-29,43,"Vancouver","3"
261514,2017-05-30,43,"Surrey","4"
419857,2016-03-13,42,"Williams Lake","5"
998558,2018-06-04,36,"Calgary","5"
825741,2015-01-28,49,"Edmonton","5"
62019,2015-01-20,26,"Devon","4"
683189,2017-06-26,23,"North Vancouver","5"
842479,2014-09-13,64,"Williams Lake","4"
476349,2014-04-09,64,"Maple Ridge","5"
108494,2015-09-19,30,"Coquitlam","4"
689696,2018-07-09,59,"Edmonton","5"
815226,2017-05-12,22,"Taber","3"
48627,2016-08-28,51,"Kamloops","3"
996032,2018-12-02,68,"Vancouver","4"
161517,2018-02-09,57,"Surrey","3"
778131,2014-06-23,60,"Calgary","4"
723026,2014-12-29,50,"Fort Saskatchewan","4"
657627,2015-08-30,24,"Calgary","4"
932866,2017-09-28,26,"Abbotsford","4"
690544,2016-01-04,37,"Kelowna","5"
611919,2018-07-10,69,"Burnaby","5"
281808,2016-04-30,58,"Powell River","3"
909112,2017-04-10,36,"Calgary","4"
541933,2019-04-28,59,"Vancouver","4"
98600,2018-03-03,36,"Sidney","4"
578538,2016-01-05,41,"Vancouver","4"
736457,2014-12-21,62,"Stony Plain","4"
64440,2016-05-03,33,"Stony Plain","5"
957028,2018-06-27,46,"Calgary","3"
968208,2019-07-07,31,"Richmond","5"
385356,2018-06-01,34,"Surrey","4"
283758,2016-12-17,25,"Abbotsford","5"
185198,2019-02-12,28,"Edmonton","5"
779706,2017-03-18,49,"Leduc","4"
805057,2016-12-03,56,"Vancouver","5"
871058,2014-10-11,33,"Parksville","3"
889282,2019-01-13,26,"Chestermere","4"
173623,2014-10-30,31,"Surrey","5"
859697,2016-03-12,24,"Surrey","3"
283072,2017-10-10,22,"Duncan","5"
288786,2018-10-21,39,"Edmonton","4"
117824,2015-11-18,42,"Edson","4"
569173,2018-11-17,68,"Rimbey","5"
905568,2018-02-10,37,"Edmonton","4"
593296,2015-01-18,45,"Nanaimo","5"
150155,2015-06-26,64,"Edmonton","5"
44373,2014-12-22,43,"Victoria","3"
640337,2017-06-20,24,"Edmonton","4"
950055,2015-03-23,21,"Abbotsford","3"
356640,2019-05-21,27,"Lloydminster (Part)","5"
710873,2018-10-13,69,"Vancouver","2"
8416,2016-04-28,40,"Chilliwack","3"
637840,2018-08-02,32,"White Rock","4"
729290,2018-10-27,56,"Edmonton","5"
901827,2019-02-22,52,"Maple Ridge","5"
371817,2017-12-27,41,"Burnaby","5"
284713,2018-08-03,52,"Barrhead","2"
484114,2016-09-25,57,"Port Coquitlam","5"
857992,2018-12-16,52,"New Westminster","4"
627240,2018-02-17,27,"Surrey","4"
238445,2017-09-13,29,"Burnaby","4"
664411,2018-03-06,46,"Abbotsford","5"
212597,2018-06-22,34,"Edmonton","2"
153866,2018-07-10,54,"Surrey","4"
253914,2016-06-04,39,"Surrey","4"
302297,2018-11-11,37,"Vancouver","4"
80110,2015-06-02,44,"Vancouver","4"
471551,2016-03-16,49,"Kamloops","5"
329634,2017-10-15,31,"Abbotsford","4"
642439,2015-04-12,64,"Langley","1"
152405,2019-05-16,41,"Grande Prairie","5"
919601,2016-12-06,69,"Athabasca","4"
733623,2016-03-17,34,"Calgary","3"
545059,2018-04-29,42,"Richmond","4"
875835,2018-11-28,68,"Calgary","3"
932669,2015-05-28,62,"Coquitlam","4"
185367,2017-12-10,62,"Vancouver","3"
766405,2016-11-24,48,"Richmond","5"
45026,2018-02-14,49,"Calgary","4"
311334,2016-06-05,50,"Calgary","5"
253046,2018-06-18,20,"Langford","4"
11997,2017-02-24,39,"Red Deer","4"
363302,2015-05-07,68,"Surrey","4"
871342,2019-05-29,44,"Edmonton","3"
963850,2019-05-27,32,"Calgary","4"
96175,2015-10-03,57,"Whitecourt","5"
603737,2018-01-12,56,"Abbotsford","5"
700604,2018-08-20,22,"Edmonton","3"
85258,2016-06-23,48,"Vancouver","3"
411152,2018-03-16,48,"Bassano","5"
893662,2017-07-24,53,"Richmond","5"
305415,2016-02-08,55,"Qualicum Beach","4"
751565,2015-06-25,51,"Calgary","5"
804956,2017-04-08,35,"Calgary","4"
370689,2019-02-04,43,"Calgary","3"
13330,2016-06-07,57,"Red Deer","5"
916563,2018-09-18,52,"Abbotsford","5"
486967,2018-09-23,68,"Calgary","2"
12085,2018-03-01,28,"Port Moody","4"
741262,2018-05-14,28,"Camrose","3"
553319,2017-10-17,62,"Nanaimo","4"
490021,2019-03-07,33,"Langley","5"
472012,2019-02-09,41,"Airdrie","4"
962471,2018-07-31,38,"Strathmore","5"
969769,2019-02-19,63,"Vancouver","5"
467193,2018-04-16,39,"Edmonton","5"
929587,2018-10-31,50,"Calgary","4"
688953,2018-06-08,39,"Calgary","5"
109956,2014-03-13,29,"Lloydminster (Part)","1"
421547,2017-08-01,24,"Vancouver","4"
753064,2018-05-19,22,"Athabasca","4"
895064,2017-09-30,23,"Edmonton","4"
231656,2018-01-15,64,"Calgary","5"
288372,2017-05-10,40,"Edson","5"
608687,2018-12-12,62,"Terrace","5"
858494,2017-01-24,43,"Maple Ridge","4"
935984,2019-01-25,29,"Calgary","2"
939688,2014-07-07,25,"Medicine Hat","4"
78784,2017-10-14,28,"Burnaby","3"
488688,2019-07-14,63,"Langford","5"
926009,2018-09-17,58,"Vancouver","4"
422788,2017-05-29,52,"Williams Lake","4"
620938,2018-11-29,70,"Richmond","4"
304837,2016-05-25,40,"Edmonton","4"
779801,2017-03-26,62,"Stony Plain","4"
702364,2018-08-12,49,"Edmonton","4"
605396,2019-06-22,36,"Calgary","4"
883673,2014-08-11,59,"Edmonton","4"
377831,2017-07-11,52,"Pincher Creek","2"
686717,2017-10-15,58,"Edmonton","4"
585919,2017-04-14,19,"Richmond","4"
366646,2017-05-03,41,"Vernon","4"
790386,2018-11-06,46,"Canmore","4"
29040,2018-01-02,41,"Athabasca","3"
333986,2014-03-25,43,"Calgary","4"
949489,2018-12-08,64,"Surrey","4"
338611,2016-04-28,69,"Chilliwack","5"
710190,2016-12-03,25,"Port Alberni","4"
410977,2017-07-07,38,"Nanaimo","5"
287327,2018-02-28,53,"Nanaimo","5"
345300,2017-03-08,19,"Vancouver","4"
631455,2016-01-20,54,"Vancouver","3"
525088,2017-03-21,67,"Edmonton","4"
267610,2018-07-06,65,"Calgary","4"
463600,2018-01-01,58,"Burnaby","5"
844424,2016-06-10,68,"Parksville","4"
969976,2018-04-15,37,"Revelstoke","4"
826849,2017-12-27,59,"Calgary","5"
595139,2016-10-09,40,"Edmonton","4"
93223,2019-01-18,44,"Edmonton","4"
497651,2017-10-15,33,"Edmonton","1"
866710,2017-05-02,25,"Calgary","5"
228008,2016-09-26,49,"Calgary","5"
199055,2017-07-15,29,"Richmond","3"
382341,2016-02-17,48,"Penticton","2"
334065,2019-04-20,47,"Vancouver","4"
290223,2018-08-23,43,"Red Deer","5"
407533,2015-12-12,61,"Leduc","4"
680589,2018-11-14,41,"Calgary","4"
130529,2015-06-29,21,"White Rock","5"
434085,2015-07-08,54,"Williams Lake","3"
115145,2018-04-02,63,"Surrey","2"
721717,2014-06-20,45,"Calgary","3"
735039,2016-11-28,42,"Langford","4"
508452,2017-07-20,59,"Penticton","2"
165442,2017-12-05,46,"Calgary","3"
719237,2017-10-31,38,"St. Paul","2"
759501,2014-03-23,36,"Calgary","5"
171391,2017-01-29,33,"Calgary","4"
385468,2017-10-05,60,"Grande Prairie","5"
786796,2017-03-21,36,"Calgary","4"
145638,2017-05-05,57,"Vancouver","5"
893938,2015-01-24,32,"Edmonton","4"
752173,2018-12-11,25,"Burnaby","5"
901497,2017-01-25,59,"Stettler","5"
976370,2018-12-25,36,"Sylvan Lake","4"
188469,2017-11-06,32,"Calgary","3"
413562,2016-11-17,34,"Richmond","3"
54387,2019-04-13,47,"Vancouver","4"
643912,2015-12-28,59,"Surrey","5"
450451,2014-12-09,41,"Surrey","4"
697785,2019-01-14,32,"Richmond","4"
747526,2017-05-24,59,"Vancouver","4"
158787,2019-04-29,26,"Abbotsford","2"
288079,2017-02-23,37,"Calgary","4"
272738,2014-04-04,26,"Camrose","4"
38344,2017-10-12,65,"Lethbridge","4"
388529,2016-03-04,50,"Calgary","4"
913973,2017-06-12,19,"Kamloops","2"
943574,2018-08-03,57,"Kelowna","4"
724849,2017-04-09,36,"Victoria","5"
553215,2014-03-19,68,"Coquitlam","5"
478083,2018-07-25,38,"Red Deer","2"
976001,2018-11-25,51,"Airdrie","3"
709071,2018-01-29,47,"Richmond","4"
390907,2014-11-01,66,"Duncan","4"
144240,2017-06-22,23,"Calgary","4"
808153,2015-09-20,65,"Calgary","5"
594350,2019-07-04,22,"Kamloops","5"
836285,2017-11-23,35,"Vancouver","4"
8918,2019-04-28,23,"Kelowna","3"
623985,2016-03-17,37,"Abbotsford","3"
577644,2016-01-28,48,"Surrey","4"
582237,2018-04-10,25,"Coquitlam","4"
416261,2019-03-05,54,"Surrey","4"
233907,2015-08-28,28,"Vernon","5"
285367,2018-09-24,24,"St. Albert","5"
958858,2018-07-19,46,"Medicine Hat","3"
16878,2019-02-11,19,"Abbotsford","3"
921045,2017-12-23,60,"Calgary","5"
504176,2018-03-07,33,"Castlegar","5"
761480,2018-06-17,69,"Edmonton","2"
955451,2018-11-10,50,"Calgary","4"
279624,2017-09-08,67,"Abbotsford","4"
229612,2018-08-20,53,"Ladysmith","2"
328666,2018-12-02,52,"Vancouver","4"
621182,2019-05-07,37,"Vancouver","4"
975630,2019-07-02,39,"Edmonton","4"
667330,2019-03-15,32,"Vancouver","4"
145842,2018-04-15,60,"Beaumont","4"
694567,2018-05-08,21,"Grande Prairie","4"
59003,2016-12-11,26,"Penticton","4"
485231,2017-03-11,37,"Airdrie","2"
553784,2018-08-26,30,"Port Alberni","2"
255671,2017-05-20,27,"Nanaimo","5"
398105,2019-01-01,64,"Edmonton","4"
268914,2019-03-26,68,"Calgary","4"
26389,2017-02-13,26,"Calgary","4"
975764,2018-01-25,25,"Surrey","4"
651637,2018-04-15,45,"Port Alberni","3"
359753,2017-05-16,59,"Vancouver","4"
528689,2018-02-13,69,"Prince George","4"
469751,2015-06-29,64,"New Westminster","4"
985883,2019-06-07,46,"Kamloops","4"
884719,2017-06-23,19,"Calgary","2"
249818,2019-05-18,26,"Surrey","3"
70317,2015-08-07,33,"Salmon Arm","4"
361304,2019-04-23,54,"Nanaimo","4"
523377,2018-12-08,46,"Surrey","4"
652449,2019-06-04,57,"Calgary","3"
182,2018-02-18,43,"Abbotsford","4"
915822,2018-04-15,21,"Calgary","3"
502513,2019-02-11,24,"Calgary","3"
911330,2019-06-22,24,"Calgary","4"
839592,2018-04-28,38,"Campbell River","2"
580544,2016-07-04,20,"Coquitlam","3"
634631,2017-06-26,48,"New Westminster","5"
827312,2017-11-17,46,"Calgary","5"
456189,2017-10-18,63,"Powell River","5"
569703,2015-06-23,24,"Burnaby","4"
607236,2016-02-02,69,"White Rock","4"
819896,2019-07-20,25,"Calgary","3"
669591,2018-07-02,68,"Edmonton","1"
307134,2017-12-13,33,"Calgary","4"
330843,2017-03-26,70,"Terrace","5"
468573,2014-12-16,20,"Vancouver","5"
854718,2015-01-19,62,"Penticton","3"
637381,2018-07-18,41,"Calgary","4"
639078,2018-08-16,59,"Calgary","4"
638747,2017-11-29,61,"Vancouver","4"
171686,2017-09-04,49,"Airdrie","5"
532235,2017-07-06,60,"Vancouver","3"
695709,2016-08-23,34,"Lethbridge","5"
933997,2017-02-01,27,"Edmonton","4"
229450,2018-09-15,27,"Edmonton","4"
757943,2017-09-29,40,"Edmonton","5"
923086,2018-04-07,36,"Calgary","5"
533955,2017-05-18,32,"Grande Prairie","3"
868785,2018-04-03,34,"Calgary","5"
593083,2016-03-29,48,"Chilliwack","5"
440133,2019-05-31,70,"Vancouver","5"
618177,2019-07-08,65,"Burnaby","4"
852882,2016-08-02,35,"Chilliwack","4"
30016,2019-03-23,28,"Calgary","3"
242080,2018-01-25,24,"Richmond","3"
255922,2014-07-04,69,"Edmonton","3"
788685,2018-07-03,61,"Calgary","5"
950916,2015-06-19,49,"Calgary","4"
780970,2017-12-06,39,"St. Albert","5"
554667,2015-10-11,45,"Burnaby","5"
379881,2014-05-13,67,"Quesnel","3"
886034,2017-06-13,22,"Edmonton","4"
65807,2018-09-27,66,"Vancouver","4"
482308,2018-10-02,67,"Vancouver","5"
862875,2018-06-04,37,"Calgary","5"
378075,2015-06-14,29,"New Westminster","4"
505865,2015-11-17,23,"Vancouver","4"
430683,2018-07-26,25,"Abbotsford","4"
41717,2018-11-25,67,"Calgary","4"
466717,2017-06-20,35,"Calgary","3"
51120,2014-02-05,19,"Sylvan Lake","4"
136049,2017-03-31,58,"Red Deer","4"
383378,2017-08-09,39,"Richmond","5"
592404,2017-11-08,53,"Surrey","5"
720192,2018-09-03,55,"Spruce Grove","4"
639898,2016-04-26,26,"Richmond","5"
691351,2019-02-11,59,"Edmonton","5"
497176,2016-11-26,24,"Kelowna","4"
846507,2018-07-08,36,"Chilliwack","3"
1393,2019-05-31,52,"Victoria","3"
238369,2016-12-21,65,"Edmonton","3"
949216,2016-11-19,35,"Edmonton","4"
505840,2014-05-23,50,"Calgary","2"
605440,2019-05-02,55,"Victoria","5"
425478,2016-07-07,40,"Vancouver","4"
522966,2016-08-20,62,"Salmon Arm","4"
493785,2014-11-14,55,"Beaumont","2"
623802,2014-12-18,36,"Nanaimo","4"
732932,2018-02-03,63,"Vancouver","5"
581163,2018-11-11,25,"Surrey","5"
179384,2015-05-23,28,"Calgary","3"
542906,2019-03-09,65,"Sylvan Lake","5"
629,2016-06-26,70,"North Vancouver","5"
190166,2016-11-26,35,"Cranbrook","4"
637120,2017-05-14,35,"Victoria","3"
457119,2014-06-12,35,"Surrey","4"
300890,2019-03-25,61,"Vancouver","3"
903115,2015-05-11,65,"Brooks","4"
397145,2016-06-06,48,"Richmond","3"
410279,2017-02-21,40,"Edmonton","5"
785833,2018-06-05,37,"Kelowna","5"
749138,2016-03-29,67,"Campbell River","4"
870699,2018-11-28,63,"Surrey","5"
522517,2015-11-10,27,"Surrey","4"
905274,2016-03-22,52,"Calgary","5"
99060,2016-03-02,63,"Calgary","5"
269056,2015-09-06,51,"Peace River","4"
461441,2016-08-02,22,"Calgary","4"
692563,2018-05-15,33,"Edmonton","4"
592129,2016-08-14,61,"Red Deer","5"
241780,2016-05-26,32,"Maple Ridge","4"
657749,2014-08-14,49,"Vancouver","3"
992036,2017-11-16,58,"Oliver","5"
311490,2018-12-22,28,"Edmonton","4"
361480,2019-02-23,25,"Nanaimo","3"
772908,2016-10-21,64,"Calgary","5"
280621,2018-01-09,60,"Calgary","2"
644782,2017-11-26,26,"Calgary","4"
956540,2018-12-19,39,"Calgary","3"
767040,2015-04-12,31,"Cochrane","3"
573344,2019-05-08,37,"Vancouver","5"
909826,2018-03-22,33,"Sidney","5"
556547,2018-02-04,38,"Richmond","3"
408628,2019-02-25,36,"Edmonton","5"
933913,2019-01-17,33,"Kamloops","5"
418158,2014-05-14,60,"Surrey","2"
591452,2018-03-28,65,"Surrey","5"
581819,2014-09-08,70,"Blackfalds","4"
126154,2017-10-03,29,"Edmonton","3"
687885,2017-03-26,33,"Calgary","4"
109057,2017-03-03,68,"Coquitlam","3"
847656,2019-03-10,62,"Calgary","4"
493436,2018-06-09,67,"Calgary","4"
217535,2017-12-15,34,"Calgary","5"
45411,2017-08-16,36,"Vancouver","3"
944413,2018-04-01,68,"Surrey","3"
303080,2017-03-16,48,"Calgary","3"
47836,2017-08-18,48,"Edmonton","3"
413791,2017-03-16,57,"Calgary","3"
596318,2018-01-14,54,"Coquitlam","5"
449758,2016-07-27,46,"Terrace","5"
624485,2018-10-11,45,"Richmond","4"
558465,2017-10-12,44,"Kimberley","4"
637634,2016-06-12,36,"Vancouver","5"
169348,2014-05-20,43,"Calgary","5"
499904,2017-03-01,52,"Grande Prairie","4"
73263,2016-07-09,56,"Lethbridge","3"
597847,2017-11-30,52,"Edmonton","4"
68059,2015-11-27,43,"Edmonton","5"
997879,2016-01-09,47,"Oliver","5"
829930,2019-03-08,52,"Chestermere","5"
390207,2015-06-06,62,"Calgary","5"
84162,2017-11-29,21,"Fort Saskatchewan","5"
153119,2016-10-21,37,"Edmonton","4"
478011,2015-08-05,26,"Langford","4"
486262,2017-03-09,22,"Calgary","5"
846807,2017-04-07,38,"Lethbridge","5"
676831,2017-08-14,31,"Calgary","4"
775610,2014-03-29,36,"Edmonton","3"
369706,2018-04-28,49,"Edmonton","5"
839069,2014-08-22,24,"Brooks","3"
620721,2019-04-04,59,"Calgary","5"
383266,2016-06-02,39,"Edmonton","4"
173891,2017-01-17,22,"Vancouver","4"
430419,2018-01-29,50,"Calgary","5"
525183,2018-12-09,55,"Medicine Hat","5"
28569,2014-03-18,68,"Dawson Creek","5"
371139,2016-03-08,45,"Lethbridge","5"
701335,2018-06-25,70,"Fort St. John","5"
928311,2019-01-16,49,"Edmonton","3"
517635,2017-08-14,44,"Edmonton","4"
22327,2017-11-26,54,"Penticton","4"
553810,2015-12-29,36,"Calgary","4"
557639,2017-10-04,32,"Beaumont","5"
369541,2017-11-17,52,"Edmonton","4"
943472,2018-07-24,54,"Kelowna","3"
60895,2016-02-26,29,"Calgary","3"
537054,2016-05-30,46,"Prince George","4"
497109,2016-11-08,20,"Port Coquitlam","5"
233683,2016-01-02,54,"Cochrane","3"
147486,2014-02-16,46,"Richmond","5"
145746,2017-05-05,46,"Vancouver","4"
848816,2018-01-13,23,"Chilliwack","5"
387906,2017-06-12,25,"Leduc","5"
610194,2019-03-12,39,"Calgary","4"
335981,2019-02-05,64,"Leduc","4"
827121,2015-05-20,25,"Sylvan Lake","5"
429565,2014-09-08,40,"Vancouver","4"
67094,2015-05-14,62,"Edmonton","5"
126563,2018-02-06,35,"Nanaimo","4"
878792,2017-02-21,30,"Edmonton","5"
591361,2018-03-19,21,"Calgary","5"
679504,2016-03-20,41,"Coquitlam","5"
204087,2015-09-07,29,"Nanaimo","5"
248322,2019-06-09,61,"Richmond","5"
477986,2019-03-27,57,"Grande Prairie","3"
333471,2018-09-21,22,"Surrey","4"
920147,2017-05-16,54,"Calgary","5"
925321,2019-01-20,35,"Edmonton","5"
669964,2017-01-22,30,"Calgary","5"
864215,2017-06-06,69,"Calgary","4"
168536,2017-08-07,63,"Surrey","5"
14821,2019-05-22,38,"Burnaby","4"
394036,2015-12-22,57,"Airdrie","4"
305776,2017-07-20,22,"Spruce Grove","4"
408307,2019-01-08,28,"Richmond","4"
280654,2017-03-06,53,"Maple Ridge","3"
837002,2017-05-21,44,"Abbotsford","3"
346326,2016-01-02,51,"Calgary","5"
936608,2017-01-11,23,"Coquitlam","4"
386375,2018-06-23,51,"Edmonton","5"
14024,2018-09-16,34,"Calgary","5"
135058,2017-11-13,34,"Kelowna","4"
380047,2015-09-13,44,"Surrey","4"
765349,2018-11-18,53,"Edmonton","5"
473043,2017-06-19,61,"Burnaby","4"
948639,2015-11-12,41,"Penhold","5"
401730,2018-04-25,54,"Kamloops","4"
516322,2019-07-14,64,"Port Moody","5"
222353,2014-09-17,22,"Prince George","4"
519826,2016-02-08,70,"Surrey","4"
948783,2015-05-12,19,"Airdrie","5"
432805,2018-01-12,64,"Edmonton","5"
750278,2018-01-19,70,"Port Moody","5"
35336,2016-03-05,22,"Calgary","4"
884245,2015-03-22,33,"Cranbrook","4"
282228,2018-09-06,58,"Terrace","5"
61260,2019-02-09,31,"North Vancouver","4"
462218,2016-09-20,34,"Edson","4"
491746,2018-04-28,66,"Maple Ridge","5"
382396,2017-09-29,40,"Calgary","5"
136668,2015-01-13,57,"Burnaby","5"
658318,2017-11-13,27,"Edmonton","5"
628039,2018-06-24,65,"Calgary","3"
755516,2017-07-03,43,"Calgary","5"
683405,2019-07-07,34,"Vancouver","4"
874633,2018-07-23,31,"Edmonton","4"
329628,2018-05-18,34,"Surrey","2"
927403,2015-06-29,43,"Calgary","5"
782098,2018-12-02,33,"Gibbons","5"
310977,2016-01-22,20,"Calgary","5"
119059,2017-11-16,62,"Port Coquitlam","5"
845924,2018-11-19,50,"Burnaby","3"
907003,2017-04-08,25,"Calgary","4"
670007,2016-12-08,51,"Kelowna","4"
271190,2017-06-02,52,"Richmond","4"
85783,2017-09-02,53,"Victoria","4"
720385,2017-12-14,30,"Maple Ridge","5"
148139,2018-11-28,29,"Edmonton","5"
757828,2019-02-15,23,"Edmonton","5"
922542,2017-01-06,63,"Calgary","5"
4033,2018-12-06,41,"Surrey","5"
645252,2018-08-16,61,"Burnaby","3"
954173,2018-07-11,62,"Calgary","4"
724019,2014-11-25,44,"Calgary","5"
550989,2015-05-17,35,"Edmonton","3"
174177,2017-02-14,43,"Edmonton","5"
743956,2019-01-05,48,"Vancouver","5"
888696,2016-10-03,50,"Prince George","5"
658166,2017-03-25,32,"Calgary","3"
72516,2019-03-17,54,"Kelowna","3"
544519,2017-09-02,51,"Coquitlam","5"
599806,2016-03-22,61,"Langford","4"
287023,2016-06-17,68,"Calgary","5"
310790,2017-01-04,47,"Victoria","5"
859336,2018-02-11,68,"Kelowna","4"
974387,2015-10-21,29,"Wetaskiwin","5"
885670,2019-01-01,26,"Slave Lake","5"
912314,2018-12-13,53,"Calgary","5"
873626,2017-03-06,52,"St. Albert","5"
875599,2017-01-14,21,"Calgary","5"
899927,2017-03-29,30,"Langford","4"
490328,2017-04-27,19,"Coquitlam","2"
830144,2019-04-14,22,"Edmonton","5"
555999,2017-01-05,42,"Red Deer","4"
561797,2019-01-14,48,"Calgary","5"
528144,2019-07-14,31,"Prince George","4"
564447,2014-03-05,61,"Lethbridge","4"
117323,2018-06-19,53,"Calgary","5"
889767,2018-08-13,35,"Camrose","5"
230215,2018-02-06,30,"Calgary","2"
76131,2019-01-13,37,"Dawson Creek","5"
507923,2016-12-11,32,"Lethbridge","3"
479865,2016-06-23,47,"Surrey","4"
863706,2014-09-03,53,"Brooks","3"
769058,2016-03-14,53,"Burnaby","3"
563319,2017-08-19,59,"Lacombe","4"
390773,2014-05-15,43,"Vancouver","3"
236855,2018-07-05,26,"Edmonton","4"
787216,2018-08-09,28,"Richmond","4"
994766,2018-01-21,32,"Edmonton","5"
883070,2018-11-25,25,"Edmonton","5"
493560,2019-02-12,70,"Calgary","5"
757271,2018-09-05,49,"Vancouver","5"
580575,2016-07-19,70,"Lethbridge","5"
305843,2016-08-26,57,"Medicine Hat","4"
309180,2017-01-18,46,"Whitecourt","4"
648522,2015-09-13,25,"Calgary","4"
821612,2016-09-11,53,"Richmond","4"
988963,2017-07-28,70,"Coquitlam","3"
905855,2015-01-22,33,"Calgary","5"
9264,2017-04-08,41,"Edmonton","3"
43876,2019-03-25,61,"Calgary","3"
443465,2016-06-25,39,"Innisfail","4"
369287,2016-02-26,41,"Surrey","3"
602227,2017-05-25,21,"Golden","4"
956289,2018-05-26,68,"Edmonton","3"
803791,2019-02-23,65,"Canmore","4"
833516,2015-11-11,57,"Calgary","5"
420202,2017-02-27,44,"Vancouver","3"
543353,2018-02-28,41,"Vancouver","4"
87643,2016-10-31,53,"Edmonton","4"
208146,2018-12-22,37,"Burnaby","4"
482676,2017-10-14,42,"Abbotsford","2"
75615,2016-07-18,21,"Calgary","5"
668843,2017-11-13,56,"Edmonton","4"
193905,2017-07-26,40,"Spruce Grove","3"
847293,2014-09-24,19,"Lethbridge","4"
276565,2017-08-27,44,"Airdrie","4"
258699,2019-04-20,36,"Chilliwack","4"
168426,2015-10-17,51,"Edmonton","5"
619638,2018-02-03,49,"Okotoks","5"
782453,2016-12-18,23,"Abbotsford","5"
449803,2018-05-03,62,"Sylvan Lake","5"
962418,2015-10-27,67,"Blackfalds","5"
535019,2018-05-16,54,"Edmonton","5"
221030,2019-05-05,41,"Edmonton","4"
543227,2019-03-12,63,"Calgary","5"
423846,2018-08-27,45,"Edmonton","4"
818279,2015-06-23,26,"Port Moody","5"
375330,2015-02-09,24,"Edmonton","5"
292783,2016-10-20,23,"Surrey","2"
566100,2017-08-18,34,"Richmond","5"
323529,2018-06-08,65,"Edmonton","4"
649834,2017-09-15,67,"Edmonton","5"
944760,2016-12-26,33,"Burnaby","4"
327616,2014-11-22,39,"Surrey","4"
386159,2017-05-25,43,"Red Deer","5"
829342,2018-04-14,29,"Kamloops","4"
446938,2016-11-17,30,"Calgary","5"
980236,2017-10-03,57,"Calgary","1"
820845,2014-11-03,25,"Edmonton","5"
156047,2017-02-01,59,"Calgary","2"
